"seg_id","oci","street","street_from","street_to","seg_length_ft","seg_width_ft","func_class","pvm_class","area_sq_ft","oci_desc","oci_wt"
"SS-013998",39,"IMPERIAL AV","69TH ST","RAINBOW ST",179.562,32,"Major","AC Improved",5745.984,"Poor",224093.376
"SS-029327",39.07,"S 29TH ST","29TH ST","VALLEY PL",222.3494,40,"Residential","AC Improved",8893.976,"Poor",347487.64232
"SS-010344",32.59,"ENCINITAS AV","SAN VICENTE ST","SUNNYSIDE AV",604.0267,30,"Residential","AC Improved",18120.801,"Poor",590556.90459
"SS-024153",43.2,"SAN REMO WY","BEGIN","LA CRESCENTIA DR",366.1794,24,"Residential","PCC Jointed Concrete",8788.3056,"Fair",379654.80192
"SS-017595",39,"MARKET ST","GATEWAY CENTER DR","GATEWAY CENTER WY",622.2182,64,"Major","AC Improved",39821.9648,"Poor",1553056.6272
"SS-017598",39,"MARKET ST","GATEWAY CENTER WY","BOUNDARY ST",519.2608,64,"Major","AC Improved",33232.6912,"Poor",1296074.9568
"SS-022758",39,"RAVEN ST","MARKET ST","F ST",704.0741,40,"Residential","AC Improved",28162.964,"Poor",1098355.596
"SS-026743",18.82,"TOYNE ST","MARKET ST","F ST",684.0951,30,"Residential","AC Improved",20522.853,"Poor",386240.09346
"SS-017602",31.77,"MARKET ST","TOYNE ST","DENBY ST",284.1127,64,"Major","AC Improved",18183.2128,"Poor",577680.670656
"SS-001131",70,"47TH ST","MARKET ST","GUYMON ST",275,35,"Major","AC Improved",9625,"Good",673750
"SS-014000",51,"IMPERIAL AV","68TH ST","69TH ST",580.6859,32,"Major","AC Improved",18581.9488,"Fair",947679.3888
"SS-018130",33.41,"MERLIN DR","KENWOOD ST","BROOKLYN AV",715.7463,30,"Residential","AC Improved",21472.389,"Poor",717392.51649
"SS-024172",39,"SAN VICENTE ST","NORM ST","SAWTELLE AV",613.0487,40,"Collector","AC Improved",24521.948,"Poor",956355.972
"SS-000362",77.03,"13TH ST","ISLAND AV","MARKET ST",394.9999,60,"Collector","AC Improved",23699.994,"Good",1825610.53782
"SS-014282",38.44,"ISLAND AV","PARK BL","13TH ST",283.0015,52,"Collector","AC Improved",14716.078,"Poor",565686.03832
"SS-014295",22.71,"ISLAND AV","30TH ST","31ST ST",865.0022,40,"Residential","AC Improved",34600.088,"Poor",785767.99848
"SS-014297",78.82,"ISLAND AV","32ND ST","BANCROFT ST",376.0012,40,"Residential","AC Improved",15040.048,"Good",1185456.58336
"SS-014298",39,"ISLAND AV","31ST ST","32ND ST",659.003,40,"Residential","AC Improved",26360.12,"Poor",1028044.68
"SS-000483",19.2,"22ND ST","ISLAND AV","MARKET ST",394.0053,52,"Residential","AC Improved",20488.2756,"Poor",393374.89152
"SS-024174",54.54,"SAN VICENTE ST","GLENCOE DR","JACUMBA ST",251.0978,40,"Collector","AC Improved",10043.912,"Fair",547794.96048
"SS-002541",67.76,"ANZA DR","BEACON DR","RYTKO ST",673.933,36,"Residential","AC Improved",24261.588,"Fair",1643965.20288
"SS-023985",57,"SAN ANTONIO AV","LAWRENCE ST","MC CALL ST",347.3384,30,"Residential","AC Improved",10420.152,"Fair",593948.664
"SS-001530",34.33,"69TH ST","JAMACHA RD","IMPERIAL AV",535.6504,40,"Collector","AC Improved",21426.016,"Poor",735555.12928
"SS-013126",43.7,"HARTLEY ST","BEGIN","46TH ST",246.249,30,"Residential","AC Improved",7387.47,"Fair",322832.439
"SS-001933",30.73,"AKINS AV","62ND ST","63RD ST",442.2274,36,"Collector","AC Improved",15920.1864,"Poor",489227.328072
"SS-017609",50.11,"MARKET ST","51ST ST","PITTA ST",3628.5813,30,"Collector","AC Improved",108857.439,"Fair",5454846.26829
"SS-017612",51,"MARKET ST","MERLIN DR","59TH ST",334.0539,30,"Collector","AC Improved",10021.617,"Fair",511102.467
"SS-017613",39,"MARKET ST","59TH ST","IONA DR",262.0303,30,"Collector","AC Improved",7860.909,"Poor",306575.451
"SS-014366",22.32,"J ST","02ND AV","03RD AV",288.0015,52,"Collector","AC Improved",14976.078,"Poor",334266.06096
"SS-000141",38.25,"04TH AV","J ST","ISLAND AV",377.0016,52,"Collector","AC Improved",19604.0832,"Poor",749856.1824
"SS-000378",57.19,"14TH ST","J ST","ISLAND AV",376.0016,52,"Collector","AC Improved",19552.0832,"Fair",1118183.638208
"SS-014377",47.3,"J ST","11TH AV","PARK BL",278.0163,52,"Collector","AC Improved",14456.8476,"Fair",683808.89148
"SS-000434",47.62,"17TH ST","J ST","ISLAND AV",380.0209,52,"Collector","AC Improved",19761.0868,"Fair",941022.953416
"SS-014384",51.52,"J ST","DODSON ST","30TH ST",281.0161,30,"Residential","AC Improved",8430.483,"Fair",434338.48416
"SS-027314",33.46,"UVAS ST","AURORA ST","PLANTANO ST",302.101,36,"Residential","AC Improved",10875.636,"Poor",363898.78056
"SS-001135",43.55,"47TH ST","CEREZA ST","NOGAL ST",317.3884,54,"Collector","AC Improved",17138.9736,"Fair",746402.30028
"SS-023265",31.5,"RITCHEY ST","MADRONE AV","WOODMAN ST",896.0521,24,"Residential","AC Improved",21505.2504,"Poor",677415.3876
"SS-030305",40.45,"SEARS AV","SAN FELIPE ST","LEUCADIA AV",743.2663,36,"Residential","AC Improved",26757.5868,"Fair",1082344.38606
"SS-026462",57,"THRUSH ST","BALMORAL DR","LINNET ST",266.1671,30,"Residential","AC Improved",7985.013,"Fair",455145.741
"SS-015385",27.21,"L ST","PARDEE ST","36TH ST",273.0166,25,"Local","AC Improved",6825.415,"Poor",185719.54215
"SS-017950",62.95,"MEADOWBROOK DR","SAN VICENTE ST","GLOAMING AV",277.1688,68,"Collector","AC Improved",18847.4784,"Fair",1186448.76528
"SS-017806",57,"MAXIM ST","K ST","END",189,36,"Residential","AC Improved",6804,"Fair",387828
"SS-015389",76.18,"L ST","06TH AV","07TH AV",285.0018,52,"Collector","AC Improved",14820.0936,"Good",1128994.730448
"SS-013340",42.11,"HENSLEY ST","L ST","END",193.0025,52,"Residential","AC Improved",10036.13,"Fair",422621.4343
"SS-004371",67.92,"BLACK OAK RD","SHOREWOOD DR","RINGWOOD DR",221.4731,40,"Collector","AC Improved",8858.924,"Fair",601698.11808
"SS-011410",82.51,"FRANCIS ST","I-15 SB OFF RA","I-15 NB ON RA",394.9584,19,"Residential","AC Improved",7504.2096,"Good",619172.334096
"SS-001437",47.08,"61ST ST","NANCITA CT","IMPERIAL AV",916.2048,40,"Collector","PCC Jointed Concrete",36648.192,"Fair",1725396.87936
"SS-022873",44.05,"REDCREST PL","BEGIN","REDCREST DR",200,30,"Residential","AC Improved",6000,"Fair",264300
"SS-000424",74.96,"16TH ST","IMPERIAL AV","K ST",763.0237,52,"Collector","AC Improved",39677.2324,"Good",2974205.340704
"SS-014033",16.42,"IMPERIAL AV","16TH ST","17TH ST",279.0159,52,"Major","AC Improved",14508.8268,"Poor",238234.936056
"SS-014036",26.43,"IMPERIAL AV","30TH ST","31ST ST",657.003,52,"Major","AC Improved",34164.156,"Poor",902958.64308
"SS-000475",18.46,"21ST ST","IMPERIAL AV","L ST",378.9999,52,"Residential","AC Improved",19707.9948,"Poor",363809.584008
"SS-012120",75.99,"GILETTE ST","BEGIN","33RD ST",277.029,30,"Residential","AC Improved",8310.87,"Good",631543.0113
"SS-001346",26.14,"55TH ST","SANTA MARGARITA ST","AMANDA ST",221.5851,28,"Residential","AC Improved",6204.3828,"Poor",162182.566392
"SS-014325",61.91,"ITO CT","BEGIN","HENSON ST",247.288,30,"Residential","AC Improved",7418.64,"Fair",459288.0024
"SS-014043",82.52,"IMPERIAL AV","FRANCIS ST","GILETTE ST",187.1908,33,"Collector","AC Improved",6177.2964,"Good",509750.498928
"SS-000878",38.37,"35TH ST","GILETTE ST","GILETTE ST",157.5172,30,"Residential","AC Unimproved",4725.516,"Poor",181318.04892
"SS-004372",58.51,"BLACK OAK RD","BEGIN","SHOREWOOD DR",1053.0813,36,"Collector","AC Improved",37910.9268,"Fair",2218168.327068
"SS-019988",50.09,"NOGAL ST","BEGIN","47TH ST",334.3483,26,"Residential","AC Improved",8693.0558,"Fair",435435.165022
"SS-019989",23.55,"NOGAL ST","47TH ST","ESCUELA ST",258.0274,36,"Residential","AC Improved",9288.9864,"Poor",218755.62972
"SS-023238",62.49,"RINGWOOD DR","SHOREWOOD DR","BLACK OAK RD",903.7552,36,"Residential","AC Improved",32535.1872,"Fair",2033123.848128
"SS-000369",72.73,"13TH ST","COMMERCIAL ST","NATIONAL AV",336.0059,60,"Collector","AC Improved",20160.354,"Good",1466262.54642
"SS-007712",80.62,"COMMERCIAL ST","NATIONAL AV","15TH ST",686,40,"Residential","AC Improved",27440,"Good",2212212.8
"SS-007715",82.06,"COMMERCIAL ST","EVANS ST","HENSLEY ST",277.0019,40,"Residential","AC Improved",11080.076,"Good",909231.03656
"SS-007717",77.75,"COMMERCIAL ST","16TH ST","17TH ST",277.016,40,"Residential","AC Improved",11080.64,"Good",861519.76
"SS-007720",80.33,"COMMERCIAL ST","HARRISON AV","25TH ST",533.1481,19,"Prime","AC Improved",10129.8139,"Good",813727.950587
"SS-030306",40.55,"SEARS AV","SKYLINE DR","SAN FELIPE ST",1071.3253,36,"Residential","AC Improved",38567.7108,"Fair",1563920.67294
"SS-007724",78.54,"COMMERCIAL ST","26TH ST","27TH ST",649.0981,40,"Prime","AC Improved",25963.924,"Good",2039206.59096
"SS-029288",68.56,"S 16TH ST","16TH ST","LOGAN AV",61.2523,52,"Major","AC Improved",3185.1196,"Fair",218371.799776
"SS-010279",57,"ELVADO WY","69TH ST","END",760.3063,30,"Residential","AC Improved",22809.189,"Fair",1300123.773
"SS-004000",51,"BENSON AV","HENSON ST","ROTH CT",267.0469,36,"Residential","AC Improved",9613.6884,"Fair",490298.1084
"SS-026298",46.91,"TEROL CT","BENSON AV","END",657.8368,32,"Residential","AC Improved",21050.7776,"Fair",987491.977216
"SS-003808",46,"BEARDSLEY ST","S 22ND ST","JULIAN AV",185.9138,40,"Residential","AC Improved",7436.552,"Fair",342081.392
"SS-009864",38.48,"EBONY RIDGE RD","JASMINE VALLEY WY","EVERGREEN VILLAGE LN",385.4832,30,"Residential","AC Improved",11564.496,"Poor",445001.80608
"SS-028373",81.95,"WEBSTER AV","S 31ST ST","S 32ND ST",661.0131,52,"Residential","AC Improved",34372.6812,"Good",2816841.22434
"SS-013344",57,"HENSON ST","BENSON AV","LOLLY LN",278,36,"Residential","AC Improved",10008,"Fair",570456
"SS-029433",58.19,"S 38TH ST","CLINTON ST","SUPERBA ST",158.0285,40,"Residential","AC Improved",6321.14,"Fair",367827.1366
"SS-025103",39,"SKYLINE DR","LEGHORN AV","S WOODMAN ST",355.1041,79,"Collector","AC Improved",28053.2239,"Poor",1094075.7321
"SS-008506",76.85,"CUYAMACA AV","JAMUL AV","OCEAN VIEW BL",138.2463,29,"Residential","AC Improved",4009.1427,"Good",308102.616495
"SS-020315",84.65,"OCEAN VIEW BL","S BOUNDARY ST","CUYAMACA AV",167,40,"Collector","AC Improved",6680,"Good",565462
"SS-014178",57.33,"INNSDALE LN","NOELINE WY","INNSDALE AV",1687.4618,36,"Residential","AC Improved",60748.6248,"Fair",3482718.659784
"SS-014053",85.13,"IMPERIAL AV","50TH ST","EUCLID AV",575.7462,36,"Collector","AC Improved",20726.8632,"Good",1764477.864216
"SS-024082",39,"SAN JACINTO DR","CHURCHWARD ST","SANTA MARGARITA ST",308.2459,40,"Collector","AC Improved",12329.836,"Poor",480863.604
"SS-020984",42.92,"PAGEL PL","CIELO DR","END",132.0152,24,"Residential","AC Improved",3168.3648,"Fair",135986.217216
"SS-007207",42.18,"CIELO DR","PAGEL PL","PAGEL PL",77.5159,25,"Collector","AC Improved",1937.8975,"Fair",81740.51655
"SS-025078",86.16,"SKYLINE DR","GREENLAWN DR","BOWIE ST",576.4968,32,"Collector","AC Improved",18447.8976,"Good",1589470.857216
"SS-020298",27.66,"OCEAN VIEW BL","DEWEY ST","S EVANS ST",662.7255,52,"Prime","AC Improved",34461.726,"Poor",953211.34116
"SS-025300",43.85,"SOUTHLOOK AV","IMPERIAL AV","GILMORE ST",630.9997,40,"Residential","AC Improved",25239.988,"Fair",1106773.4738
"SS-029416",77.09,"S 37TH ST","HARDING AV","GILMORE ST",175.0114,36,"Residential","AC Improved",6300.4104,"Good",485698.637736
"SS-023961",77.57,"SAMPSON ST","CLAY AV","FRANKLIN AV",141.8729,40,"Major","AC Improved",5674.916,"Good",440203.23412
"SS-011437",78.74,"FRANKLIN AV","S EVANS ST","SAMPSON ST",663.8745,52,"Residential","AC Improved",34521.474,"Good",2718220.86276
"SS-012735",78.59,"GRIBBLE ST","TARO CT","SIENA ST",732.7349,36,"Residential","AC Improved",26378.4564,"Good",2073082.888476
"SS-013346",57,"HENSON ST","KIMMY CT","MEDIO ST",162,36,"Residential","AC Improved",5832,"Fair",332424
"SS-004309",30.47,"BISHOP DR","MEDIO ST","ELEANOR DR",245.1048,30,"Residential","AC Unimproved",7353.144,"Poor",224050.29768
"SS-012736",72,"GRIBBLE ST","SIENA ST","OLD OAK DR",242.0211,36,"Residential","AC Improved",8712.7596,"Good",627318.6912
"SS-029653",43.19,"S SAN JACINTO DR","MANZANARES WY","SAN JACINTO PL",136.1655,40,"Residential","AC Improved",5446.62,"Fair",235239.5178
"SS-029574",81.51,"S 61ST ST","61ST ST","TEMPAS CT",309.0793,40,"Collector","AC Improved",12363.172,"Good",1007722.14972
"SS-029645",55,"S PARDEE ST","WEBSTER AV","FRANKLIN AV",712,30,"Residential","AC Improved",21360,"Fair",1174800
"SS-029670",51,"S VALENCIA PY","RICHETH RD","VALENCIA PY",236.244,70,"Major","AC Improved",16537.08,"Fair",843391.08
"SS-011442",24.14,"FRANKLIN AV","S 29TH ST","S 30TH ST",680.0066,40,"Residential","PCC Jointed Concrete",27200.264,"Poor",656614.37296
"SS-019982",87.25,"NOELINE PL","S NOELINE WY","PARKBROOK WY",392.0831,36,"Residential","AC Improved",14114.9916,"Good",1231533.0171
"SS-029575",39,"S 61ST ST","TEMPAS CT","TICKNOR CT",318.0566,40,"Collector","AC Improved",12722.264,"Poor",496168.296
"SS-014251",49.98,"IRVING AV","DEWEY ST","S EVANS ST",659.7801,52,"Residential","AC Improved",34308.5652,"Fair",1714742.088696
"SS-029655",57.54,"S SAN JACINTO DR","LAS ANIMAS WY","TRINIDAD WY",261.7388,40,"Collector","AC Improved",10469.552,"Fair",602418.02208
"SS-026073",31.57,"T ST","S 39TH ST","S 40TH ST",713.1009,30,"Residential","AC Improved",21393.027,"Poor",675377.86239
"SS-025088",85.9,"SKYLINE DR","DEEROCK PL","MEADOWBROOK DR",1306.6742,32,"Major","AC Improved",41813.5744,"Good",3591786.04096
"SS-013334",57,"HENRIETTA CT","MARGARITTA RD","END",296.8346,30,"Residential","AC Improved",8905.038,"Fair",507587.166
"SS-029530",27.15,"S 45TH ST","45TH ST","BENFIELD CT",981.1522,28,"Residential","AC Improved",27472.2616,"Poor",745871.90244
"SS-020307",82.09,"OCEAN VIEW BL","OLIVEWOOD TR","S 37TH ST",272.8497,52,"Collector","AC Improved",14188.1844,"Good",1164708.057396
"SS-026844",40.89,"TRINIDAD WY","LOS ALAMOS DR","S 58TH ST",290.4715,30,"Collector","AC Improved",8714.145,"Fair",356321.38905
"SS-029671",39,"S VALENCIA PY","LATIMER ST","SKYLINE DR",486.2872,31,"Major","AC Improved",15074.9032,"Poor",587921.2248
"SS-025092",26.73,"SKYLINE DR","S 59TH ST","S VALENCIA PY",187.0431,66,"Collector","AC Improved",12344.8446,"Poor",329977.696158
"SS-008654",69,"DANAWOODS CT","BEGIN","DANAWOODS LN",283.125,30,"Residential","AC Improved",8493.75,"Fair",586068.75
"SS-025101",39,"SKYLINE DR","S 66TH ST","LEGHORN AV",352.0908,79,"Collector","AC Improved",27815.1732,"Poor",1084791.7548
"SS-030206",75.78,"DULUTH AV","S 58TH ST","S RADIO DR",716.3081,30,"Residential","AC Improved",21489.243,"Good",1628454.83454
"SS-020317",84.66,"OCEAN VIEW BL","CUYAMACA AV","SAN MIGUEL AV",577.3903,40,"Collector","AC Improved",23095.612,"Good",1955274.51192
"SS-026224",81.65,"TEAK ST","S 39TH ST","S 40TH ST",708.9999,42,"Residential","AC Improved",29777.9958,"Good",2431373.35707
"SS-029556",29.26,"S 49TH ST","FRANKLIN AV","OCEAN VIEW BL",664.0369,30,"Residential","AC Improved",19921.107,"Poor",582891.59082
"SS-021255",45.34,"PARKBROOK ST","PARKBROOK LN","PARKBROOK WY",501.729,36,"Residential","AC Improved",18062.244,"Fair",818942.14296
"SS-027367",80.33,"VALLE AV","S 30TH ST","S 31ST ST",672.0186,40,"Residential","AC Improved",26880.744,"Good",2159330.16552
"SS-002577",57,"AQUAMARINE RD","ANTHRACITE WY","SCARLET WY",259.092,36,"Residential","AC Improved",9327.312,"Fair",531656.784
"SS-013094",100,"HARPS CT","BEGIN","BETHANY ST",84.8762,36,"Residential","AC Improved",3055.5432,"Good",305554.32
"SS-029438",28.57,"S 38TH ST","TEAK ST","HEMLOCK ST",155.029,40,"Collector","AC Improved",6201.16,"Poor",177167.1412
"SS-005004",74.2,"BROOKHAVEN RD","COOLWATER DR","FLOWERDALE LN",243.628,40,"Collector","AC Improved",9745.12,"Good",723087.904
"SS-021257",62.56,"PARKBROOK ST","GLEN VISTA ST","PARKBROOK PL",253.6654,36,"Residential","AC Improved",9131.9544,"Fair",571295.067264
"SS-013027",100,"HARBOR DR","SIGSBEE ST","BEARDSLEY ST",661.4953,32,"Major","AC Improved",21167.8496,"Good",2116784.96
"SS-002811",30.73,"ARROYO SECO CT","ARROYO SECO DR","END",165.003,36,"Residential","AC Improved",5940.108,"Poor",182539.51884
"SS-017688",42.63,"MARTIN AV","LA BON WY","S 33RD ST",189.0026,30,"Residential","AC Improved",5670.078,"Fair",241715.42514
"SS-021258",52.11,"PARKBROOK ST","PARKCREEK CT","GLEN VISTA ST",238.4616,36,"Residential","AC Improved",8584.6176,"Fair",447344.423136
"SS-021262",73.34,"PARKCREEK CT","BEGIN","PARKBROOK ST",424.0338,30,"Residential","AC Improved",12721.014,"Good",932959.16676
"SS-017690",37.1,"MARTIN AV","BEGIN","S 35TH ST",512.0009,36,"Residential","AC Improved",18432.0324,"Poor",683828.40204
"SS-002362",77.48,"AMESBURY ST","GOETSCHL ST","O MEARA ST",292.1387,36,"Residential","AC Improved",10516.9932,"Good",814856.633136
"SS-015273",26.86,"KIRTRIGHT ST","ALDERLEY ST","AMESBURY ST",321.8931,36,"Residential","AC Improved",11588.1516,"Poor",311257.751976
"SS-004773",87.6,"BRANDYWOOD ST","CIELO DR","LAS LIDIA CT",922.2569,40,"Collector","AC Improved",36890.276,"Good",3231588.1776
"SS-016106",57,"LAS LIDIA CT","BEGIN","BRANDYWOOD ST",522.7483,30,"Residential","AC Improved",15682.449,"Fair",893899.593
"SS-017691",77.56,"MARTIN AV","S 30TH ST","S 31ST ST",673.0235,40,"Residential","AC Improved",26920.94,"Good",2087988.1064
"SS-014612",42.38,"JEWELL DR","T ST","T ST",104.1202,30,"Residential","AC Improved",3123.606,"Fair",132378.42228
"SS-026071",20.33,"T ST","S 37TH ST","S 38TH ST",662.4142,40,"Residential","AC Improved",26496.568,"Poor",538675.22744
"SS-012285",55.8,"GLORIA ST","BUNNELL ST","MANOMET ST",256.0704,40,"Residential","AC Improved",10242.816,"Fair",571549.1328
"SS-017356",59.85,"MANOMET ST","GLORIA ST","S WILLIE JAMES JONES AV",1002.0718,36,"Residential","AC Improved",36074.5848,"Fair",2159063.90028
"SS-024816",80.82,"SHADYGLADE LN","CORALWOOD DR","ARROWWOOD DR",1109.1586,36,"Residential","AC Improved",39929.7096,"Good",3227119.129872
"SS-024123",87.78,"SAN ONOFRE TR","OLVERA AV","MIRA FLORES DR",521.0974,30,"Residential","AC Improved",15632.922,"Good",1372257.89316
"SS-026075",19.65,"T ST","S 46TH ST","END",143.5035,30,"Residential","AC Improved",4305.105,"Poor",84595.31325
"SS-029078",75.73,"WOODWAY CT","BEGIN","BROOKHAVEN RD",370.9415,36,"Residential","AC Improved",13353.894,"Good",1011290.39262
"SS-029590",9.5,"S 66TH ST","SKYLINE DR","VARNEY DR",1530.8655,30,"Residential","AC Unimproved",45925.965,"Poor",436296.6675
"SS-020511",30.54,"OLIVEWOOD TR","T ST","FLORENCE ST",433.0047,30,"Residential","AC Improved",12990.141,"Poor",396718.90614
"SS-017483",57.84,"MARCY AV","KEARNY AV","S 27TH ST",198.0908,40,"Residential","AC Improved",7923.632,"Fair",458302.87488
"SS-019682",100,"NATIONAL AV","S EVANS ST","SAMPSON ST",659.9099,52,"Major","AC Improved",34315.3148,"Good",3431531.48
"SS-016719",62.83,"LOGAN AV","SAMPSON ST","S 26TH ST",489.6245,52,"Major","AC Improved",25460.474,"Fair",1599681.58142
"SS-029304",65,"S 27TH ST","MARCY AV","KEARNY AV",162,40,"Residential","AC Improved",6480,"Fair",421200
"SS-029587",39.57,"S 65TH ST","SKYLINE DR","PITTSBURGH AV",1386.4171,30,"Residential","AC Improved",41592.513,"Poor",1645815.73941
"SS-016730",41.07,"LOGAN AV","S 36TH ST","S 37TH ST",656.0373,52,"Residential","AC Improved",34113.9396,"Fair",1401059.499372
"SS-016732",43.81,"LOGAN AV","BEGIN","S 35TH ST",409.0014,40,"Residential","AC Improved",16360.056,"Fair",716734.05336
"SS-016733",46.73,"LOGAN AV","S 38TH ST","S 39TH ST",664.0271,52,"Residential","AC Improved",34529.4092,"Fair",1613559.291916
"SS-024125",27.4,"SAN ONOFRE TR","GWEN ST","END",418.6581,30,"Residential","AC Improved",12559.743,"Poor",344136.9582
"SS-020538",39,"OLVERA AV","S EUCLID AV","GWEN ST",1232.579,30,"Collector","AC Improved",36977.37,"Poor",1442117.43
"SS-029524",21.77,"S 44TH ST","T ST","LOGAN AV",657.4786,40,"Residential","AC Improved",26299.144,"Poor",572532.36488
"SS-007924",76.01,"CORALWOOD DR","GOLDCREST LN","BROOKHAVEN RD",1021.0814,36,"Residential","AC Improved",36758.9304,"Good",2794046.299704
"SS-012152",27.08,"GINNA PL","LOGAN AV","END",258.5886,30,"Collector","AC Improved",7757.658,"Poor",210077.37864
"SS-027451",51,"VARNEY DR","PLAZA TAXCO","S 65TH ST",359.5453,24,"Residential","AC Improved",8629.0872,"Fair",440083.4472
"SS-016227",48.07,"LEAF TR","BEGIN","LEAF CT",130.0001,36,"Residential","AC Improved",4680.0036,"Fair",224967.773052
"SS-002144",72.7,"ALISHA DR","BULLOCK DR","END",148.4891,40,"Residential","AC Improved",5939.564,"Good",431806.3028
"SS-019686",62.54,"NATIONAL AV","S 29TH ST","S 30TH ST",671.0119,52,"Major","AC Improved",34892.6188,"Fair",2182184.379752
"SS-019687",82.11,"NATIONAL AV","S 30TH ST","S 31ST ST",671.0007,52,"Major","AC Improved",34892.0364,"Good",2864985.108804
"SS-012884",85.5,"GWEN ST","SAN ONOFRE TR","LOGAN AV",369,36,"Residential","AC Improved",13284,"Good",1135782
"SS-019694",41.29,"NATIONAL AV","BLAIR CT","S 40TH ST",195.0025,52,"Collector","AC Improved",10140.13,"Fair",418685.9677
"SS-030164",69,"BULLOCK DR","JAMISON CT","ALISHA DR",205.7668,40,"Collector","AC Improved",8230.672,"Fair",567916.368
"SS-001868",78.43,"AGAPANTHUS DR","PITTSBURGH AV","VARNEY DR",432.0987,36,"Residential","AC Improved",15555.5532,"Good",1220022.037476
"SS-030204",51.51,"DEEP DELL RD","BULLOCK DR","BROOKHAVEN RD",1597.2299,40,"Residential","AC Improved",63889.196,"Fair",3290932.48596
"SS-017242",64.87,"MAIN ST","S EVANS ST","SAMPSON ST",664.6398,52,"Major","AC Improved",34561.2696,"Fair",2241989.558952
"SS-029582",69,"S 61ST ST","CERVANTES AV","VINCA WY",683.1054,40,"Collector","AC Improved",27324.216,"Fair",1885370.904
"SS-021931",57,"PLAZA CUERNAVACA WY","VARNEY DR","PLAZA CUERNAVACA",710.9215,36,"Residential","AC Improved",25593.174,"Fair",1458810.918
"SS-006287",57,"CAREFREE DR","VARNEY DR","PLAZA BL",901.3183,36,"Residential","PCC Jointed Concrete",32447.4588,"Fair",1849505.1516
"SS-029609",72.59,"S EUCLID (W FTG) AV","S EUCLID AV","PALIN ST",229.1938,70,"Residential","AC Improved",16043.566,"Good",1164602.45594
"SS-009554",51.74,"DUNWOOD WY","LEDGEWOOD LN","ROSEBUD LN",496.8569,36,"Residential","AC Improved",17886.8484,"Fair",925465.536216
"SS-019868",84.13,"NEWTON AV","S 26TH ST","S 27TH ST",656.0008,60,"Residential","AC Improved",39360.048,"Good",3311360.83824
"SS-007467",55,"COBAN ST","LOGAN AV","BONITA DR",486,36,"Residential","AC Improved",17496,"Fair",962280
"SS-029689",63.88,"S WOODMAN ST","BRANDYWOOD ST","BULLOCK DR",533.7446,60,"Collector","AC Improved",32024.676,"Fair",2045736.30288
"SS-023109",35.59,"REYNOLDS ST","PALIN ST","COBAN ST",942.9019,36,"Residential","AC Improved",33944.4684,"Poor",1208083.630356
"SS-023111",86.61,"REYNOLDS ST","S WILLIE JAMES JONES AV","S EUCLID (W FTG) AV",800.4916,36,"Residential","AC Improved",28817.6976,"Good",2495900.789136
"SS-016243",28.18,"LEDGEWOOD LN","DUNWOOD WY","BROOKHAVEN RD",314.7484,36,"Collector","AC Improved",11330.9424,"Poor",319305.956832
"SS-004616",85.61,"BOSTON AV","I-5 SB ON RA","S 30TH ST",664.012,52,"Residential","AC Improved",34528.624,"Good",2955995.50064
"SS-019837",69,"NEWHOPE CT","BULLOCK DR","END",436.4028,28,"Residential","AC Improved",12219.2784,"Fair",843130.2096
"SS-029298",81.8,"S 26TH ST","BOSTON AV","END",96.005,40,"Major","AC Improved",3840.2,"Good",314128.36
"SS-009257",56.75,"DIVISION ST","AVA ST","HONEYSUCKLE LN",401.6218,29,"Collector","AC Improved",11647.0322,"Fair",660969.07735
"SS-022331",66.63,"PRAIRIE MOUND WY","PRAIRIE MOUND CT","DEEP DELL RD",549.0506,36,"Residential","AC Improved",19765.8216,"Fair",1316996.693208
"SS-029549",100,"S 47TH ST","LADNER ST","SOLOLA AV",634.0505,64,"Collector","AC Improved",40579.232,"Good",4057923.2
"SS-029299",78.69,"S 26TH ST","BEGIN","MAIN ST",126.1809,40,"Major","AC Improved",5047.236,"Good",397167.00084
"SS-030313",57,"SOLOLA AV","S WILLIE JAMES JONES AV","S EUCLID (W FTG) AV",801,36,"Collector","AC Improved",28836,"Fair",1643652
"SS-021139",70.67,"PARADISE RD","ALTA VISTA AV","LORENZ AV",145.2618,36,"Residential","AC Improved",5229.4248,"Good",369563.450616
"SS-029062",56.17,"WOODRIDGE WY","CAREYBROOK LN","BROOKHAVEN RD",315.2285,36,"Residential","AC Improved",11348.226,"Fair",637429.85442
"SS-028939",69,"WINDWARD ST","MESA BROOK ST","STATTON CT",278.832,36,"Residential","AC Improved",10037.952,"Fair",692618.688
"SS-029183",43.33,"Z ST","S 37TH ST","S 38TH ST",661.0616,40,"Residential","AC Improved",26442.464,"Fair",1145751.96512
"SS-004411",57,"BLANFORD ST","BEGIN","BULLOCK DR",384,30,"Residential","AC Improved",11520,"Fair",656640
"SS-029408",39,"S 36TH ST","Z ST","ACACIA ST",262.1275,36,"Residential","AC Improved",9436.59,"Poor",368027.01
"SS-009485",83,"DUARTE PL","HAUSER ST","BULLOCK DR",250,36,"Residential","AC Improved",9000,"Good",747000
"SS-029550",56.23,"S 47TH ST","SOLOLA AV","MAGNUS WY",375.0119,64,"Collector","AC Improved",24000.7616,"Fair",1349562.824768
