GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US06073013415,06073013415,"Census Tract 134.15, San Diego County, California",1595,131
1400000US06073013416,06073013416,"Census Tract 134.16, San Diego County, California",3770,328
1400000US06073013417,06073013417,"Census Tract 134.17, San Diego County, California",2224,140
1400000US06073013418,06073013418,"Census Tract 134.18, San Diego County, California",6197,699
1400000US06073013419,06073013419,"Census Tract 134.19, San Diego County, California",8377,556
1400000US06073013420,06073013420,"Census Tract 134.20, San Diego County, California",3877,469
1400000US06073013421,06073013421,"Census Tract 134.21, San Diego County, California",4746,495
1400000US06073013503,06073013503,"Census Tract 135.03, San Diego County, California",5614,466
1400000US06073013504,06073013504,"Census Tract 135.04, San Diego County, California",3702,244
1400000US06073013505,06073013505,"Census Tract 135.05, San Diego County, California",4795,268
1400000US06073013506,06073013506,"Census Tract 135.06, San Diego County, California",4358,380
1400000US06073013601,06073013601,"Census Tract 136.01, San Diego County, California",5001,317
1400000US06073013604,06073013604,"Census Tract 136.04, San Diego County, California",6252,541
1400000US06073013605,06073013605,"Census Tract 136.05, San Diego County, California",6523,649
1400000US06073013606,06073013606,"Census Tract 136.06, San Diego County, California",6849,510
1400000US06073013701,06073013701,"Census Tract 137.01, San Diego County, California",2255,172
1400000US06073013702,06073013702,"Census Tract 137.02, San Diego County, California",6184,556
1400000US06073013801,06073013801,"Census Tract 138.01, San Diego County, California",5111,497
1400000US06073013802,06073013802,"Census Tract 138.02, San Diego County, California",2833,303
1400000US06073013903,06073013903,"Census Tract 139.03, San Diego County, California",4400,332
1400000US06073013905,06073013905,"Census Tract 139.05, San Diego County, California",4481,469
1400000US06073013906,06073013906,"Census Tract 139.06, San Diego County, California",5317,385
1400000US06073013907,06073013907,"Census Tract 139.07, San Diego County, California",4525,580
1400000US06073013908,06073013908,"Census Tract 139.08, San Diego County, California",4408,490
1400000US06073013909,06073013909,"Census Tract 139.09, San Diego County, California",4320,395
1400000US06073014001,06073014001,"Census Tract 140.01, San Diego County, California",4669,278
1400000US06073014002,06073014002,"Census Tract 140.02, San Diego County, California",4699,389
1400000US06073014101,06073014101,"Census Tract 141.01, San Diego County, California",4150,429
1400000US06073014102,06073014102,"Census Tract 141.02, San Diego County, California",3983,299
1400000US06073014200,06073014200,"Census Tract 142, San Diego County, California",6088,480
1400000US06073014300,06073014300,"Census Tract 143, San Diego County, California",4014,522
1400000US06073014400,06073014400,"Census Tract 144, San Diego County, California",3524,385
1400000US06073014500,06073014500,"Census Tract 145, San Diego County, California",3931,390
1400000US06073014601,06073014601,"Census Tract 146.01, San Diego County, California",5159,475
1400000US06073014602,06073014602,"Census Tract 146.02, San Diego County, California",4603,345
1400000US06073014700,06073014700,"Census Tract 147, San Diego County, California",8204,744
1400000US06073014803,06073014803,"Census Tract 148.03, San Diego County, California",4806,474
1400000US06073014804,06073014804,"Census Tract 148.04, San Diego County, California",3702,385
1400000US06073014805,06073014805,"Census Tract 148.05, San Diego County, California",4449,356
1400000US06073014806,06073014806,"Census Tract 148.06, San Diego County, California",2596,379
1400000US06073014901,06073014901,"Census Tract 149.01, San Diego County, California",4684,458
1400000US06073014902,06073014902,"Census Tract 149.02, San Diego County, California",3221,312
1400000US06073015000,06073015000,"Census Tract 150, San Diego County, California",6801,541
1400000US06073015100,06073015100,"Census Tract 151, San Diego County, California",5269,291
1400000US06073015200,06073015200,"Census Tract 152, San Diego County, California",3857,305
