,status_description,mobile_web_status,duplicate_verified,override_duplicate,requested_datetime,closed_date,open,closed,service_name,coordinates,lat,long,sap_problem_type
7870,Assigned,In process,0,1,2017-05-04T18:44:00,,1,0,Pothole,32.770285634083095-117.2456315032959,32.7702856341,-117.245631503,Pothole
7873,Assigned,In process,0,0,2017-05-04T18:41:00,,1,0,Pothole,32.750328250356546-117.22127704544067,32.7503282504,-117.221277045,Pothole
7895,Assigned,In process,0,0,2017-05-04T17:35:00,,1,0,Pothole,32.77974214360005-117.1015499081012,32.779742143600004,-117.101549908,Pothole
7898,Assigned,In process,0,0,2017-05-04T17:26:00,,1,0,Pothole,32.71956257854484-117.1547433098909,32.719562578499996,-117.15474331,Pothole
7905,Assigned,In process,0,0,2017-05-04T17:18:00,,1,0,Pothole,32.7960614310238-117.2397210485418,32.796061431,-117.239721049,Pothole
7972,Assigned,In process,0,0,2017-05-04T13:57:00,,1,0,Pothole,32.74960590682009-117.13202762750853,32.7496059068,-117.13202762799999,Pothole
7984,Assigned,In process,0,0,2017-05-04T13:20:00,,1,0,Pothole,32.80920406305409-117.1440710146428,32.8092040631,-117.144071015,Pothole
7987,Assigned,In process,0,1,2017-05-04T13:01:00,,1,0,Other,32.78492376771628-117.09770767612463,32.7849237677,-117.097707676,Pothole
7994,Assigned,In process,0,0,2017-05-04T12:55:00,,1,0,Pothole,32.77224372861751-117.1159334819492,32.7722437286,-117.115933482,Pothole
7995,Assigned,In process,0,0,2017-05-04T12:53:00,,1,0,Pothole,32.77376801532456-117.115116132472,32.7737680153,-117.11511613200001,Pothole
7998,Assigned,In process,0,0,2017-05-04T12:48:00,,1,0,Pothole,32.77401072074151-117.1193858643243,32.774010720700005,-117.119385864,Pothole
8001,Assigned,In process,0,0,2017-05-04T12:45:00,,1,0,Pothole,32.77152336279421-117.1193909751056,32.771523362800004,-117.119390975,Pothole
8003,Assigned,In process,0,0,2017-05-04T12:43:00,,1,0,Pothole,32.77149325168874-117.1215141013925,32.7714932517,-117.121514101,Pothole
8005,Assigned,In process,0,0,2017-05-04T12:41:00,,1,0,Pothole,32.88588748024748-117.2386428811584,32.8858874802,-117.238642881,Pothole
8008,Assigned,In process,0,0,2017-05-04T12:34:00,,1,0,Pothole,32.72289053230417-117.2568392708939,32.7228905323,-117.256839271,Pothole
8026,Acknowledged,In process,0,0,2017-05-04T11:49:00,,1,0,Tree Hazard,32.70641244485295-117.152158767094,32.706412444899996,-117.152158767,Pothole
8047,Assigned,In process,0,0,2017-05-04T10:48:00,,1,0,Pothole,32.722803109398576-117.06804204683533,32.7228031094,-117.068042047,Pothole
8061,Acknowledged,In process,0,1,2017-05-04T10:15:00,,1,0,Pothole,32.82172157704308-117.1486770046357,32.821721577,-117.148677005,Pothole
8113,Acknowledged,In process,0,0,2017-05-04T08:30:00,,1,0,Pothole,32.807966-117.182658,32.807966,-117.182658,Pothole
8160,Assigned,In process,0,0,2017-05-04T06:15:00,,1,0,Pothole,32.8545555-117.2046441,32.8545555,-117.20464409999998,Pothole
8174,Assigned,In process,0,0,2017-05-03T22:02:00,,1,0,Pothole,32.7091883635453-117.1543011815447,32.7091883635,-117.15430118200001,Pothole
8188,Assigned,In process,0,0,2017-05-03T21:08:00,,1,0,Pothole,32.8136652-117.26910720000001,32.8136652,-117.2691072,Pothole
8209,Assigned,In process,0,0,2017-05-03T19:39:00,,1,0,Pothole,32.70940035194718-117.15555944671182,32.7094003519,-117.155559447,Pothole
8258,Assigned,In process,0,0,2017-05-03T18:02:00,,1,0,Pothole,32.76343458791555-117.1182608101151,32.7634345879,-117.11826081,Pothole
8307,Assigned,In process,0,0,2017-05-03T15:52:00,,1,0,Pothole,32.76772553530548-117.1253668242857,32.7677255353,-117.125366824,Pothole
8314,Assigned,In process,0,0,2017-05-03T15:48:00,,1,0,Pothole,32.7657049048033-117.1259424533665,32.7657049048,-117.125942453,Pothole
8337,Assigned,In process,0,0,2017-05-03T15:20:00,,1,0,Pothole,32.806499715777555-117.20589762500894,32.8064997158,-117.205897625,Pothole
8376,Assigned,In process,0,0,2017-05-03T13:58:00,,1,0,Pothole,32.74756989999999-117.2293798,32.747569899999995,-117.22937979999999,Pothole
8383,Assigned,In process,0,0,2017-05-03T13:42:00,,1,0,Pothole,32.7303916-117.16702659999999,32.730391600000004,-117.16702659999999,Pothole
8408,Assigned,In process,0,1,2017-05-03T13:08:00,,1,0,Pothole,32.83785849812705-117.1008766909289,32.8378584981,-117.10087669100001,Pothole
8422,Assigned,In process,0,1,2017-05-03T12:40:00,,1,0,Pothole,32.748783448812674-117.17162828002432,32.748783448800005,-117.17162828,Pothole
8423,Assigned,In process,0,0,2017-05-03T12:38:00,,1,0,Pothole,32.75151270802635-117.2366822018506,32.751512708,-117.23668220200001,Pothole
8432,Acknowledged,In process,0,0,2017-05-03T12:06:00,,1,0,Pothole,32.87841970000001-117.17384649999997,32.8784197,-117.17384650000001,Pothole
8446,Assigned,In process,0,0,2017-05-03T11:46:00,,1,0,Pothole,32.72972838490524-117.2435779218722,32.7297283849,-117.24357792200001,Pothole
8460,Assigned,In process,0,0,2017-05-03T11:18:00,,1,0,Pothole,32.70416097433284-117.10562214810793,32.704160974299995,-117.105622148,Pothole
8494,Assigned,In process,0,0,2017-05-03T09:59:00,,1,0,Pothole,32.75480390249028-117.21947617032217,32.7548039025,-117.21947617,Pothole
8509,Assigned,In process,0,1,2017-05-03T09:21:00,,1,0,Pothole,32.85275-117.203927,32.85275,-117.20392700000001,Pothole
8528,Assigned,In process,0,1,2017-05-03T08:46:00,,1,0,Pothole,32.807489-117.237373,32.807489000000004,-117.237373,Pothole
8529,Acknowledged,In process,0,1,2017-05-03T08:42:00,,1,0,Pothole,32.81398-117.1791533333333,32.81398,-117.17915333299999,Pothole
8545,Assigned,In process,0,1,2017-05-03T07:47:00,,1,0,Pothole,32.74892734759675-117.1714166599737,32.7489273476,-117.17141666,Pothole
8626,Assigned,In process,0,1,2017-05-02T20:47:00,,1,0,Pothole,32.92052333246139-117.2308185812298,32.9205233325,-117.23081858100001,Pothole
8662,Assigned,In process,0,0,2017-05-02T19:28:00,,1,0,Pothole,32.708377911088206-117.15542344970703,32.7083779111,-117.15542345,Pothole
8694,Assigned,In process,0,0,2017-05-02T18:30:00,,1,0,Pothole,32.73690728239342-117.24643348379135,32.7369072824,-117.246433484,Pothole
8734,Assigned,In process,0,0,2017-05-02T17:39:00,,1,0,Pothole,32.76693837720227-117.1183254663992,32.7669383772,-117.118325466,Pothole
8756,Assigned,In process,0,0,2017-05-02T16:56:00,,1,0,Pothole,32.8037003-117.257902,32.8037003,-117.257902,Pothole
8772,Assigned,In process,0,0,2017-05-02T16:30:00,,1,0,Pothole,32.8064417-117.1183972,32.8064417,-117.1183972,Pothole
8774,Assigned,In process,0,0,2017-05-02T16:23:00,,1,0,Pothole,32.69360564955344-117.08533039306639,32.6936056496,-117.08533039299999,Pothole
8801,Assigned,In process,0,0,2017-05-02T15:32:00,,1,0,Pothole,32.74839076814521-117.15780430798156,32.7483907681,-117.157804308,Pothole
8832,Assigned,In process,0,0,2017-05-02T14:45:00,,1,0,Pothole,32.77027807459984-117.119478872412,32.7702780746,-117.119478872,Pothole
8834,Assigned,In process,0,0,2017-05-02T14:43:00,,1,0,Pothole,32.76913414671457-117.1195592955105,32.7691341467,-117.119559296,Pothole
8835,Assigned,In process,0,0,2017-05-02T14:43:00,,1,0,Pothole,32.76905258927138-117.1192970706668,32.769052589299996,-117.119297071,Pothole
8839,Assigned,In process,0,0,2017-05-02T14:40:00,,1,0,Pothole,32.76747165155581-117.119519593469,32.7674716516,-117.11951959299999,Pothole
8860,Assigned,In process,0,0,2017-05-02T14:25:00,,1,0,Pothole,32.80243549999999-117.0785568,32.8024355,-117.0785568,Pothole
8867,Assigned,In process,0,0,2017-05-02T14:12:00,,1,0,Pothole,32.76338188731509-117.12498328148257,32.7633818873,-117.124983281,Pothole
8902,Assigned,In process,0,0,2017-05-02T13:29:00,,1,0,Pothole,32.73183500862935-117.1698098817069,32.7318350086,-117.16980988200001,Pothole
8924,Acknowledged,In process,0,0,2017-05-02T12:50:00,,1,0,Pothole,33.0398965-117.08227690000001,33.039896500000005,-117.08227690000001,Pothole
8990,Acknowledged,In process,0,0,2017-05-02T10:31:00,,1,0,Pothole,32.96660470709088-117.08507990333248,32.966604707100004,-117.085079903,Pothole
8993,Assigned,In process,0,0,2017-05-02T10:28:00,,1,0,Pothole,32.71790512374857-117.1564746928561,32.7179051237,-117.15647469299999,Pothole
8994,Acknowledged,In process,0,0,2017-05-02T10:27:00,,1,0,Pothole,32.90674623615351-117.12894519999997,32.9067462362,-117.1289452,Pothole
8995,Assigned,In process,0,0,2017-05-02T10:25:00,,1,0,Pothole,32.71839-117.16047,32.71839,-117.16046999999999,Pothole
9001,Assigned,In process,0,0,2017-05-02T10:21:00,,1,0,Pothole,32.79054729813191-117.1422166346245,32.7905472981,-117.142216635,Pothole
9024,Assigned,In process,0,1,2017-05-02T09:46:00,,1,0,Pothole,32.79320942404716-117.07877506137697,32.793209424000004,-117.078775061,Pothole
9038,Assigned,In process,0,1,2017-05-02T09:13:00,,1,0,Pothole,32.709543-117.154727,32.709543,-117.15472700000001,Pothole
9043,Assigned,In process,0,1,2017-05-02T09:11:00,,1,0,Pothole,32.7160889-117.247003,32.716088899999995,-117.247003,Pothole
9055,Assigned,In process,0,0,2017-05-02T08:47:00,,1,0,Pothole,32.836279-117.107218,32.836279,-117.10721799999999,Pothole
9059,Acknowledged,In process,0,0,2017-05-02T08:39:00,,1,0,Pothole,32.999977-117.066841,32.999977,-117.066841,Pothole
9083,Assigned,In process,0,0,2017-05-02T08:09:00,,1,0,Pothole,32.8468965-117.25433140000001,32.8468965,-117.2543314,Pothole
9086,Assigned,In process,0,0,2017-05-02T08:05:00,,1,0,Pothole,32.8717938-117.21777120000002,32.8717938,-117.2177712,Pothole
9147,Assigned,In process,0,0,2017-05-01T20:51:00,,1,0,Pothole,32.8591625-117.20653249999998,32.8591625,-117.2065325,Pothole
9170,Acknowledged,In process,0,0,2017-05-01T19:30:00,,1,0,Pothole,33.028126-117.059585,33.028126,-117.05958500000001,Pothole
9171,Assigned,In process,0,0,2017-05-01T19:30:00,,1,0,Pothole,32.741838-117.08635,32.741838,-117.08635,Pothole
9172,Acknowledged,In process,0,0,2017-05-01T19:30:00,,1,0,Pothole,33.019246-117.060903,33.019246,-117.060903,Pothole
9182,Assigned,In process,0,0,2017-05-01T19:03:00,,1,0,Pothole,32.74971792477439-117.1626518202174,32.7497179248,-117.16265182,Pothole
9187,Assigned,In process,0,0,2017-05-01T18:47:00,,1,0,Pothole,32.72845299771735-117.23035364074707,32.728452997699996,-117.23035364100001,Pothole
9188,Assigned,In process,0,0,2017-05-01T18:47:00,,1,0,Pothole,32.8523324-117.2517087,32.852332399999995,-117.25170870000001,Pothole
9202,Acknowledged,In process,0,0,2017-05-01T17:57:00,,1,0,Pothole,32.94613624011544-117.0878642795328,32.9461362401,-117.08786428,Pothole
9220,Assigned,In process,0,0,2017-05-01T17:07:00,,1,0,Pothole,32.745834-117.092499,32.745834,-117.092499,Pothole
9252,Assigned,In process,0,0,2017-05-01T15:33:00,,1,0,Pothole,32.87409-117.207495,32.87409,-117.207495,Pothole
9280,Assigned,In process,0,0,2017-05-01T14:29:00,,1,0,Pothole,32.9227324-117.21659929999998,32.922732399999994,-117.2165993,Pothole
9366,Assigned,In process,0,0,2017-05-01T11:31:00,,1,0,Pothole,32.75240359356003-117.25174693984985,32.7524035936,-117.25174694,Pothole
9368,Assigned,In process,0,0,2017-05-01T11:25:00,,1,0,Pothole,32.77014272564739-117.1398005434948,32.770142725599996,-117.13980054299999,Pothole
9459,Acknowledged,In process,0,0,2017-05-01T08:43:00,,1,0,Pothole,32.80740961655447-117.18280343933105,32.8074096166,-117.182803439,Pothole
9481,Assigned,In process,0,1,2017-05-01T07:37:00,,1,0,Pothole,32.76736170186119-117.1195634339674,32.7673617019,-117.119563434,Pothole
9496,Assigned,In process,0,0,2017-05-01T07:16:00,,1,0,Pothole,32.800184-117.196384,32.800184,-117.19638400000001,Pothole
9517,Acknowledged,In process,0,0,2017-05-01T00:58:00,,1,0,Pothole,32.90927076249654-117.0876588487225,32.9092707625,-117.087658849,Pothole
9520,Acknowledged,In process,0,1,2017-04-30T23:52:00,,1,0,Pothole,32.80786039999999-117.15708440000003,32.8078604,-117.1570844,Pothole
9649,Assigned,In process,0,0,2017-04-30T14:31:00,,1,0,Pothole,32.73680514193395-117.2311465536405,32.7368051419,-117.23114655399999,Pothole
9650,Assigned,In process,0,0,2017-04-30T14:26:00,,1,0,Pothole,32.8402268-117.2737441,32.840226799999996,-117.27374409999999,Pothole
9678,Assigned,In process,0,0,2017-04-30T12:48:00,,1,0,Pothole,32.84047833333333-117.2296666666667,32.8404783333,-117.229666667,Pothole
9698,Acknowledged,In process,0,0,2017-04-30T11:37:00,,1,0,Pothole,32.93191320870647-117.24200515670776,32.931913208699996,-117.24200515700001,Pothole
9703,Assigned,In process,0,1,2017-04-30T11:30:00,,1,0,Pothole,32.791233890733615-117.16241053254396,32.7912338907,-117.162410533,Pothole
9704,Assigned,In process,0,1,2017-04-30T11:28:00,,1,0,Pothole,32.791161737181234-117.16378382355958,32.7911617372,-117.16378382399999,Pothole
9707,Acknowledged,In process,0,1,2017-04-30T11:25:00,,1,0,Pothole,32.81927291198242-117.14920310845946,32.819272911999995,-117.149203108,Pothole
9708,Assigned,In process,0,0,2017-04-30T11:14:00,,1,0,Pothole,32.73343130017885-117.1604761296112,32.7334313002,-117.16047613,Pothole
9715,Assigned,In process,0,0,2017-04-30T10:54:00,,1,0,Pothole,32.74342998865316-117.1639225167382,32.7434299887,-117.163922517,Pothole
9727,Assigned,In process,0,1,2017-04-30T10:20:00,,1,0,Pothole,32.75009900104819-117.1581579022554,32.750099001,-117.15815790200001,Pothole
9728,Assigned,In process,0,0,2017-04-30T10:20:00,,1,0,Pothole,32.75001785021627-117.1599976367201,32.7500178502,-117.159997637,Pothole
9729,Assigned,In process,0,0,2017-04-30T10:19:00,,1,0,Pothole,32.74837925998638-117.1568478908568,32.74837926,-117.156847891,Pothole
9732,Acknowledged,In process,0,0,2017-04-30T10:07:00,,1,0,Pothole,32.8079522-117.15623900000003,32.8079522,-117.15623899999999,Pothole
9734,Assigned,In process,0,0,2017-04-30T09:53:00,,1,0,Pothole,32.74868569339881-117.1251081862646,32.7486856934,-117.125108186,Pothole
9761,Assigned,In process,0,0,2017-04-30T07:13:00,,1,0,Pothole,32.70941765450778-117.15454829629516,32.7094176545,-117.154548296,Pothole
9817,Assigned,In process,0,0,2017-04-29T17:20:00,,1,0,Pothole,32.72343533582308-117.2535541468461,32.7234353358,-117.253554147,Pothole
9818,Assigned,In process,0,0,2017-04-29T17:19:00,,1,0,Pothole,32.72357606797733-117.2535186075766,32.723576068,-117.253518608,Pothole
9820,Assigned,In process,0,0,2017-04-29T17:16:00,,1,0,Pothole,32.72692296191372-117.2477961146433,32.7269229619,-117.247796115,Pothole
9828,Assigned,In process,0,0,2017-04-29T16:44:00,,1,0,Pothole,32.8741073-117.21783069999998,32.874107300000006,-117.21783070000001,Pothole
9839,Acknowledged,In process,0,0,2017-04-29T15:39:00,,1,0,Pothole,32.910369-117.100151,32.910369,-117.100151,Pothole
9869,Acknowledged,In process,0,0,2017-04-29T14:10:00,,1,0,Pothole,33.004817-117.095453,33.004816999999996,-117.095453,Pothole
9871,Assigned,In process,0,0,2017-04-29T14:10:00,,1,0,Pothole,32.862068-117.242439,32.862068,-117.24243899999999,Pothole
9890,Acknowledged,In process,0,0,2017-04-29T13:18:00,,1,0,Pothole,33.02666099999999-117.06748160000001,33.026661,-117.0674816,Pothole
9895,Acknowledged,In process,0,0,2017-04-29T13:01:00,,1,0,Pothole,32.914818-117.149421,32.914818,-117.14942099999999,Pothole
9896,Assigned,In process,0,1,2017-04-29T13:00:00,,1,0,Pothole,32.79324622090633-117.2088720357688,32.7932462209,-117.208872036,Pothole
9897,Acknowledged,In process,0,0,2017-04-29T13:00:00,,1,0,Pothole,32.915458-117.144599,32.915458,-117.144599,Pothole
9898,Assigned,In process,0,1,2017-04-29T13:00:00,,1,0,Pothole,32.79320411850217-117.2089068751104,32.7932041185,-117.208906875,Pothole
9904,Assigned,In process,0,0,2017-04-29T12:44:00,,1,0,Pothole,32.73660175505349-117.159555964281,32.736601755100004,-117.15955596399999,Pothole
9913,Assigned,In process,0,0,2017-04-29T12:12:00,,1,0,Pothole,00,,,Pothole
9956,Assigned,In process,0,0,2017-04-29T11:18:00,,1,0,Pothole,32.76916402395141-117.1215107572424,32.769164024,-117.12151075700001,Pothole
10003,Assigned,In process,0,1,2017-04-29T10:12:00,,1,0,Pothole,32.811665798052914-117.2016861907959,32.8116657981,-117.20168619100001,Pothole
10012,Acknowledged,In process,0,0,2017-04-29T09:45:00,,1,0,Pothole,32.83856880336394-117.15173273010254,32.8385688034,-117.15173273,Pothole
10015,Acknowledged,In process,0,1,2017-04-29T09:41:00,,1,0,Pothole,32.83243880861806-117.14143304748535,32.8324388086,-117.141433047,Pothole
10026,Assigned,In process,0,0,2017-04-29T08:47:00,,1,0,Pothole,32.76667265825589-117.1195081032726,32.7666726583,-117.11950810299999,Pothole
10036,Assigned,In process,0,0,2017-04-29T07:29:00,,1,0,Pothole,32.73561041414737-117.1594665586137,32.7356104141,-117.159466559,Pothole
10074,Assigned,In process,0,0,2017-04-28T18:48:00,,1,0,Pothole,32.758434-117.135842,32.758434,-117.135842,Pothole
10077,Acknowledged,In process,0,0,2017-04-28T18:39:00,,1,0,Pothole,32.831992-117.148895,32.831992,-117.148895,Pothole
10078,Acknowledged,In process,0,0,2017-04-28T18:38:00,,1,0,Pothole,32.829378-117.148626,32.829378000000005,-117.14862600000001,Pothole
10088,Assigned,In process,0,0,2017-04-28T18:01:00,,1,0,Pothole,32.79352762842855-117.2331423651573,32.7935276284,-117.233142365,Pothole
10096,Assigned,In process,0,0,2017-04-28T17:53:00,,1,0,Pothole,32.80292138938533-117.2264832517079,32.8029213894,-117.22648325200001,Pothole
10100,Assigned,In process,0,0,2017-04-28T17:45:00,,1,0,Sidewalk,32.80334558271178-117.2261822397644,32.8033455827,-117.22618224,Pothole
10120,Assigned,In process,0,0,2017-04-28T16:50:00,,1,0,Pothole,32.75909-117.10004,32.75909,-117.10003999999999,Pothole
10154,Assigned,In process,0,0,2017-04-28T14:55:00,,1,0,Pothole,32.778340512751235-117.25205019999998,32.7783405128,-117.25205020000001,Pothole
10157,Assigned,In process,0,0,2017-04-28T14:47:00,,1,0,Pothole,32.803249-117.013675,32.803249,-117.013675,Pothole
10181,Assigned,In process,0,1,2017-04-28T13:55:00,,1,0,Pothole,32.809691-117.146651,32.809691,-117.146651,Pothole
10183,Assigned,In process,0,0,2017-04-28T13:53:00,,1,0,Pothole,32.806635-117.144369,32.806635,-117.144369,Pothole
10202,Assigned,In process,0,0,2017-04-28T13:10:00,,1,0,Pothole,32.74638230449776-117.1496766341078,32.746382304499996,-117.149676634,Pothole
10203,Assigned,In process,0,0,2017-04-28T13:09:00,,1,0,Pothole,32.74159-117.21515999999997,32.74159,-117.21516000000001,Pothole
10205,Assigned,In process,0,0,2017-04-28T13:08:00,,1,0,Pothole,32.74641702911421-117.1502658649452,32.7464170291,-117.150265865,Pothole
10236,Assigned,In process,0,0,2017-04-28T11:34:00,,1,0,Pothole,32.74972899999999-117.13597600000003,32.749728999999995,-117.135976,Pothole
10248,Assigned,In process,0,1,2017-04-28T11:12:00,,1,0,Pothole,32.814565-117.250047,32.814565,-117.250047,Pothole
10249,Assigned,In process,0,1,2017-04-28T11:11:00,,1,0,Pothole,32.809579832377246-117.14857020612992,32.8095798324,-117.148570206,Pothole
10251,Assigned,In process,0,1,2017-04-28T11:05:00,,1,0,Pothole,32.73964397935537-117.17052965087885,32.7396439794,-117.17052965100001,Pothole
10258,Assigned,In process,0,0,2017-04-28T10:50:00,,1,0,Pothole,32.716756048766904-117.16292436332792,32.7167560488,-117.16292436299999,Pothole
10266,Assigned,In process,0,0,2017-04-28T10:38:00,,1,0,Pothole,32.783474-117.196794,32.783474,-117.196794,Pothole
10271,Assigned,In process,0,0,2017-04-28T10:34:00,,1,0,Pothole,32.784825-117.192032,32.784825,-117.19203200000001,Pothole
10374,Assigned,In process,0,1,2017-04-28T06:37:00,,1,0,Pothole,32.733206-117.115397,32.733206,-117.115397,Pothole
10376,Assigned,In process,0,0,2017-04-28T06:31:00,,1,0,Pothole,32.76519917420368-117.0638888609754,32.7651991742,-117.06388886100001,Pothole
10393,Assigned,In process,0,0,2017-04-28T00:35:00,,1,0,Pothole,32.74280995180591-117.10047523862306,32.7428099518,-117.10047523899999,Pothole
10394,Assigned,In process,0,0,2017-04-28T00:21:00,,1,0,Pothole,32.82782300386772-117.20653562469482,32.8278230039,-117.206535625,Pothole
10408,Assigned,In process,0,0,2017-04-27T21:56:00,,1,0,Pothole,32.7831122-117.11957159999997,32.7831122,-117.1195716,Pothole
